Date,"Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Чугун_CFR Турция, $/т",Цена на арматуру
2017-05-08,13627.0,13275.0,12270.0,12189.0,13211.0,342.5,26300.0
2017-05-15,13442.0,13168.0,12273.0,12170.0,13209.0,342.5,26300.0
2017-05-22,13558.0,13095.0,12302.0,12107.0,13157.0,342.5,26200.0
2017-05-29,13576.0,13080.0,12298.0,12017.0,13136.0,347.5,26150.0
2017-06-05,13563.0,12995.0,12152.0,11896.0,12885.0,342.5,26150.0
2017-06-12,13437.0,12815.0,12029.0,11708.0,12828.0,342.5,26150.0
2017-06-19,13389.0,12826.0,11762.0,11668.0,12575.0,332.5,26350.0
2017-06-26,12917.0,12821.0,11580.0,11677.0,12376.0,332.5,26550.0
2017-07-03,12932.0,12814.0,11609.0,11715.0,12369.0,332.5,26650.0
2017-07-10,12925.0,12808.0,11568.0,11695.0,12478.0,342.5,28000.0
2017-07-17,13107.0,12803.0,11583.0,11663.0,12606.0,342.5,28800.0
2017-07-24,13301.0,12766.0,11938.0,11862.0,12999.0,350.0,29400.0
2017-07-31,13492.0,13137.0,12038.0,12253.0,13145.0,360.0,29400.0
2017-08-07,13519.0,13841.0,12200.0,12697.0,13401.0,362.5,30900.0
2017-08-14,13960.0,14104.0,12366.0,13033.0,13482.0,365.0,33900.0
2017-08-21,15507.0,14648.0,13013.0,13535.0,13638.0,365.0,35900.0
2017-08-28,16541.0,15876.0,14149.0,14841.0,14904.0,370.0,36800.0
2017-09-04,16341.0,16179.0,14285.0,15142.0,15177.0,370.0,38600.0
2017-09-11,16411.0,16271.0,14533.0,15267.0,15466.0,370.0,39600.0
2017-09-18,17060.0,16676.0,15355.0,15732.0,16078.0,370.0,38800.0
2017-09-25,17450.0,17238.0,15692.0,16167.0,16597.0,365.0,38800.0
2017-10-02,17386.0,17228.0,15692.0,16221.0,16696.0,345.0,37500.0
2017-10-09,17575.0,17167.0,15697.0,16257.0,16546.0,345.0,37000.0
2017-10-16,17256.0,16933.0,16029.0,16006.0,16804.0,342.5,35800.0
2017-10-23,17141.0,16898.0,15815.0,15961.0,16719.0,342.5,33800.0
2017-10-30,16555.0,16484.0,15028.0,15416.0,16126.0,342.5,31500.0
2017-11-06,16255.0,16141.0,14445.0,14958.0,15713.0,342.5,30000.0
2017-11-13,16093.0,15769.0,14316.0,14552.0,15601.0,342.5,32500.0
2017-11-20,15222.0,15327.0,13691.0,14246.0,15328.0,342.5,32500.0
2017-11-27,15389.0,14970.0,13724.0,13932.0,15192.0,342.5,32000.0
2017-12-04,15415.0,14882.0,13599.0,13758.0,15040.0,347.5,31500.0
2017-12-11,15320.0,14759.0,13580.0,13604.0,15028.0,375.0,31700.0
2017-12-18,15321.0,14768.0,13632.0,13605.0,15024.0,375.0,31800.0
2017-12-25,15297.0,14722.0,13502.0,13567.0,14803.0,385.0,34600.0
2018-01-01,15154.0,14666.0,13606.0,13550.0,14844.0,385.0,35600.0
2018-01-08,14898.0,14478.0,13583.0,13424.0,14727.0,387.5,35600.0
2018-01-15,14887.0,14604.0,13598.0,13461.0,14888.0,387.5,35600.0
2018-01-22,14846.0,14700.0,13641.0,13544.0,14965.0,382.5,35300.0
2018-01-29,15065.0,14810.0,13594.0,13498.0,14927.0,372.5,34500.0
2018-02-05,14993.0,15065.0,13917.0,13826.0,15211.0,367.5,33700.0
2018-02-12,14826.0,15431.0,13967.0,14201.0,15139.0,352.5,34000.0
2018-02-19,14967.0,15618.0,14272.0,14413.0,15390.0,357.5,33900.0
2018-02-26,15240.0,15976.0,14739.0,14665.0,15580.0,360.0,32700.0
2018-03-05,15496.0,16356.0,15040.0,15231.0,15836.0,372.5,32900.0
2018-03-12,15536.0,16731.0,15040.0,15612.0,16001.0,385.0,33300.0
2018-03-19,16989.0,17007.0,15271.0,15775.0,16421.0,390.0,33600.0
2018-03-26,17904.0,17211.0,15404.0,16100.0,16692.0,390.0,34800.0
2018-04-02,18226.0,17710.0,16012.0,16612.0,16921.0,385.0,36100.0
2018-04-09,18965.0,17974.0,16221.0,17000.0,17321.0,385.0,36100.0
2018-04-16,18828.0,17992.0,16346.0,16988.0,17409.0,385.0,35900.0
2018-04-23,18827.0,17939.0,16544.0,17036.0,17567.0,382.5,35900.0
2018-04-30,18772.0,17862.0,16374.0,16988.0,17628.0,372.5,36400.0
2018-05-07,18781.0,17790.0,16330.0,16856.0,17642.0,372.5,37900.0
2018-05-14,18581.0,17681.0,16412.0,16787.0,17623.0,382.5,37700.0
2018-05-21,18147.0,17703.0,16395.0,16674.0,17570.0,382.5,37900.0
2018-05-28,17797.0,17678.0,16394.0,16597.0,17518.0,382.5,37900.0
2018-06-04,17669.0,17702.0,16468.0,16544.0,17571.0,372.5,37600.0
2018-06-11,17475.0,17499.0,16515.0,16362.0,17543.0,380.0,37400.0
2018-06-18,17846.0,17479.0,16337.0,16346.0,17369.0,387.5,37400.0
2018-06-25,17994.0,17279.0,16180.0,16108.0,17325.0,387.5,37100.0
2018-07-02,17826.0,17161.0,15945.0,15923.0,17195.0,387.5,37100.0
2018-07-09,18064.0,17153.0,15922.0,15963.0,17273.0,385.0,37200.0
2018-07-16,18071.0,17428.0,16101.0,16200.0,17405.0,385.0,37800.0
2018-07-23,18134.0,17657.0,16133.0,16413.0,17443.0,385.0,37500.0
2018-07-30,18380.0,17752.0,16194.0,16515.0,17473.0,385.0,37500.0
2018-08-06,18412.0,17956.0,16283.0,16721.0,17546.0,395.0,39400.0
2018-08-13,18665.0,18143.0,16515.0,16914.0,17588.0,380.0,39650.0
2018-08-20,18747.0,18228.0,16773.0,16967.0,17649.0,370.0,40750.0
2018-08-27,18675.0,18522.0,16810.0,17247.0,17663.0,370.0,43100.0
2018-09-03,18833.0,18821.0,17329.0,17608.0,18397.0,370.0,48700.0
2018-09-10,19051.0,19185.0,17601.0,17924.0,18508.0,372.5,48850.0
2018-09-17,19289.0,19615.0,17962.0,18322.0,18833.0,372.5,48350.0
2018-09-24,19542.0,19773.0,18212.0,18517.0,18994.0,375.0,44600.0
2018-10-01,19529.0,19870.0,18222.0,18596.0,19016.0,375.0,42600.0
2018-10-08,19477.0,19853.0,18304.0,18596.0,18987.0,375.0,41500.0
2018-10-15,19496.0,19794.0,18271.0,18594.0,19007.0,381.5,40800.0
2018-10-22,19509.0,19731.0,18245.0,18465.0,19020.0,381.5,39700.0
2018-10-29,19607.0,19677.0,18048.0,18401.0,18894.0,377.5,39500.0
2018-11-05,19495.0,19243.0,18062.0,17969.0,19000.0,385.0,38800.0
2018-11-12,19135.0,18834.0,17624.0,17748.0,18718.0,382.5,38300.0
2018-11-19,18630.0,18308.0,17113.0,17158.0,18294.0,380.0,38000.0
2018-11-26,18130.0,17830.0,16588.0,16667.0,17864.0,375.0,37600.0
2018-12-03,17631.0,17333.0,16123.0,16142.0,17434.0,370.0,37600.0
2018-12-10,17068.0,16881.0,15754.0,15632.0,17120.0,362.5,37300.0
2018-12-17,17345.0,16698.0,15150.0,15444.0,16458.0,352.5,37000.0
2018-12-24,17312.0,16810.0,15326.0,15545.0,16414.0,347.5,36700.0
2018-12-31,17242.0,16899.0,15405.0,15548.0,16535.0,342.5,36000.0
2019-01-07,16649.0,16848.0,15305.0,15531.0,16513.0,340.0,36000.0
2019-01-14,16498.0,16937.0,15356.0,15523.0,16568.0,340.0,35700.0
2019-01-21,16455.0,16858.0,15243.0,15489.0,16496.0,337.5,35300.0
2019-01-28,16748.0,16927.0,15266.0,15505.0,16529.0,337.5,34000.0
2019-02-04,18261.0,17458.0,15912.0,16136.0,16787.0,340.0,33800.0
2019-02-11,18567.0,17817.0,16196.0,16556.0,17406.0,345.0,34550.0
2019-02-18,18541.0,17948.0,16600.0,16700.0,17699.0,345.0,36000.0
2019-02-25,19142.0,18686.0,17442.0,17486.0,18291.0,350.0,37700.0
2019-03-04,20030.0,18848.0,17967.0,18094.0,18852.0,347.5,40200.0
2019-03-11,20701.0,19328.0,18920.0,18587.0,19808.0,347.5,40200.0
2019-03-18,20774.0,19902.0,18915.0,19010.0,19902.0,355.0,39900.0
2019-03-25,20741.0,19600.0,18922.0,18545.0,19961.0,362.5,39400.0
2019-04-01,20442.0,19208.0,18494.0,18241.0,19560.0,355.0,39300.0
2019-04-08,19304.0,18445.0,17493.0,17151.0,19078.0,347.5,39500.0
2019-04-15,18955.0,18201.0,16886.0,16903.0,18488.0,347.5,39500.0
2019-04-22,17491.0,16985.0,16234.0,15685.0,17751.0,352.5,39300.0
2019-04-29,16696.0,16652.0,16141.0,15349.0,17602.0,350.0,39300.0
2019-05-06,16724.0,16530.0,16132.0,15287.0,17360.0,347.5,39300.0
2019-05-13,16045.0,16116.0,15699.0,14933.0,16972.0,345.0,40300.0
2019-05-20,15682.0,16074.0,15236.0,14867.0,16812.0,352.5,40000.0
2019-05-27,15669.0,16044.0,14890.0,14811.0,16438.0,355.0,40200.0
2019-06-03,15554.0,15921.0,14391.0,14686.0,16118.0,350.0,40200.0
2019-06-10,15391.0,15636.0,14449.0,14176.0,16094.0,345.0,40300.0
2019-06-17,15565.0,15632.0,14449.0,14097.0,16051.0,337.5,41500.0
2019-06-24,15525.0,15636.0,14821.0,14371.0,16142.0,337.5,40500.0
2019-07-01,15670.0,16431.0,14991.0,15299.0,16404.0,340.0,40500.0
2019-07-08,16603.0,16626.0,15294.0,15474.0,17049.0,345.0,40300.0
2019-07-15,17730.0,17132.0,15883.0,15935.0,17411.0,345.0,39800.0
2019-07-22,17843.0,17509.0,16238.0,16282.0,17571.0,350.0,39800.0
2019-07-29,18359.0,17591.0,16254.0,16320.0,17543.0,350.0,40200.0
2019-08-05,18523.0,17521.0,16227.0,16334.0,17583.0,355.0,40300.0
2019-08-12,18634.0,17370.0,16074.0,16266.0,17545.0,355.0,39200.0
2019-08-19,18262.0,17177.0,15747.0,16078.0,17508.0,352.5,38700.0
2019-08-26,17569.0,16854.0,15613.0,15756.0,17437.0,347.5,38200.0
2019-09-02,17403.0,16883.0,15599.0,15686.0,17344.0,345.0,37700.0
2019-09-09,16385.0,16311.0,14776.0,14959.0,16472.0,330.0,36900.0
2019-09-16,16427.0,15958.0,14739.0,14702.0,16391.0,327.5,36200.0
2019-09-23,15921.0,15813.0,14498.0,14403.0,16172.0,325.0,35000.0
2019-09-30,15688.0,15198.0,14144.0,13765.0,16068.0,310.0,34200.0
2019-10-07,14825.0,14905.0,13578.0,13447.0,15566.0,310.0,33500.0
2019-10-14,14292.0,14432.0,13267.0,13274.0,15105.0,300.0,33300.0
2019-10-21,14245.0,14326.0,13033.0,13166.0,14668.0,302.5,33500.0
2019-10-28,14262.0,14252.0,12908.0,13172.0,14573.0,305.0,33300.0
2019-11-04,14426.0,14110.0,12181.0,12878.0,13581.0,309.5,33800.0
2019-11-11,14709.0,13839.0,12469.0,12702.0,13494.0,312.0,33500.0
2019-11-18,14477.0,13893.0,12563.0,12713.0,13513.0,312.0,32300.0
2019-11-25,14627.0,14167.0,12840.0,13100.0,13559.0,320.0,32200.0
2019-12-02,15019.0,14373.0,13215.0,13370.0,14161.0,325.0,31800.0
2019-12-09,15266.0,14614.0,13679.0,13563.0,14638.0,333.5,31100.0
2019-12-16,15468.0,15274.0,13801.0,13941.0,14791.0,335.0,30600.0
2019-12-23,15532.0,15385.0,14168.0,14059.0,14749.0,335.0,31400.0
2019-12-30,15842.0,15907.0,14352.0,14606.0,15224.0,335.0,32900.0
2020-01-06,15907.0,16047.0,14417.0,14626.0,15438.0,335.0,32900.0
2020-01-13,16361.0,16626.0,14506.0,15066.0,15620.0,332.5,33400.0
2020-01-20,16475.0,16876.0,14711.0,15470.0,15893.0,330.0,32500.0
2020-01-27,16693.0,16845.0,14916.0,15556.0,16421.0,327.5,32890.0
2020-02-03,17038.0,16833.0,15438.0,15530.0,17040.0,320.0,33400.0
2020-02-10,17340.0,16684.0,15862.0,15392.0,17561.0,315.0,32800.0
2020-02-17,17062.0,16908.0,16058.0,15454.0,17637.0,320.0,32000.0
2020-02-24,16714.0,15983.0,15539.0,14937.0,17536.0,335.0,31500.0
2020-03-02,17056.0,15608.0,15349.0,15025.0,17115.0,337.5,32500.0
2020-03-09,15306.0,14832.0,15082.0,14061.0,16936.0,342.5,33500.0
2020-03-16,15441.0,15153.0,14217.0,13672.0,16367.0,337.5,34000.0
2020-03-23,15189.0,15266.0,13986.0,13896.0,15754.0,325.0,35000.0
2020-03-30,15112.0,15124.0,13846.0,13758.0,15563.0,302.5,35000.0
2020-04-06,15119.0,14716.0,13533.0,13464.0,15516.0,280.0,34500.0
2020-04-13,15003.0,14683.0,13867.0,13324.0,15812.0,280.0,34000.0
2020-04-20,15407.0,14833.0,13981.0,13414.0,16073.0,297.5,33500.0
2020-04-27,16149.0,15546.0,14608.0,14229.0,16684.0,295.0,33500.0
2020-05-04,16327.0,15853.0,14859.0,14625.0,16986.0,282.5,33500.0
2020-05-11,16247.0,15923.0,14831.0,14627.0,17013.0,300.0,33500.0
2020-05-18,16133.0,15705.0,14370.0,14370.0,16514.0,307.5,33500.0
2020-05-25,14983.0,14946.0,13578.0,13642.0,15486.0,307.5,33500.0
2020-06-01,14834.0,14631.0,13058.0,13257.0,14911.0,302.5,33000.0
2020-06-08,14309.0,14467.0,12702.0,13091.0,14185.0,302.5,33000.0
2020-06-15,14363.0,14523.0,12777.0,13162.0,13844.0,307.5,33000.0
2020-06-22,15019.0,14771.0,13367.0,13613.0,13687.0,310.0,33700.0
2020-06-29,15611.0,15210.0,13917.0,14018.0,14474.0,310.0,34500.0
2020-07-06,16135.0,15502.0,14252.0,14232.0,14956.0,320.0,34500.0
2020-07-13,16093.0,15694.0,14385.0,14462.0,15346.0,320.0,35000.0
2020-07-20,16450.0,15809.0,14749.0,14664.0,16007.0,325.0,35000.0
2020-07-27,16575.0,16100.0,15036.0,14979.0,16443.0,331.0,35100.0
2020-08-03,17052.0,16548.0,15399.0,15362.0,16775.0,332.5,35100.0
2020-08-10,17468.0,16807.0,15815.0,15826.0,17173.0,345.0,35200.0
2020-08-17,17434.0,17205.0,16070.0,16267.0,17596.0,347.5,35500.0
2020-08-24,17836.0,17550.0,16335.0,16626.0,17907.0,347.5,36500.0
2020-08-31,17989.0,17534.0,16380.0,16583.0,18075.0,348.5,37200.0
2020-09-07,17983.0,17520.0,16554.0,16595.0,18417.0,355.0,37500.0
2020-09-14,18039.0,17869.0,17172.0,16887.0,18961.0,362.5,37500.0
2020-09-21,19027.0,18270.0,17817.0,17320.0,19405.0,362.5,38000.0
2020-09-28,19507.0,18706.0,18220.0,17687.0,19591.0,362.5,38500.0
2020-10-05,19744.0,18923.0,18492.0,17962.0,19934.0,367.5,39500.0
2020-10-12,19928.0,19099.0,18681.0,18201.0,20070.0,367.5,40000.0
2020-10-19,19716.0,19062.0,18466.0,18148.0,20070.0,367.5,39500.0
2020-10-26,19708.0,18857.0,18526.0,18044.0,20063.0,370.0,39500.0
2020-11-02,19823.0,18906.0,18742.0,18080.0,20215.0,370.0,39500.0
2020-11-09,20125.0,19351.0,19029.0,18508.0,20562.0,377.5,39500.0
2020-11-16,20199.0,19672.0,19116.0,18760.0,20650.0,393.5,39500.0
2020-11-23,20488.0,20073.0,19331.0,19154.0,20966.0,412.5,39500.0
2020-11-30,21016.0,20698.0,19632.0,19729.0,21348.0,464.0,41500.0
2020-12-07,21464.0,21376.0,20299.0,20457.0,21786.0,481.0,42500.0
2020-12-14,22924.0,22459.0,21377.0,21690.0,22629.0,506.0,51000.0
2020-12-21,24467.0,23828.0,22925.0,23142.0,23676.0,527.5,58000.0
2020-12-28,26167.0,26123.0,24565.0,25395.0,25382.0,562.5,61000.0
2021-01-04,27485.0,27402.0,26082.0,26802.0,27156.0,562.5,61000.0
2021-01-11,27884.0,28007.0,26461.0,27134.0,27967.0,567.5,61000.0
2021-01-18,27893.0,28134.0,26348.0,27297.0,27545.0,562.5,62000.0
2021-01-25,28573.0,28415.0,27178.0,27647.0,27983.0,545.0,62000.0
2021-02-01,28416.0,28503.0,27494.0,27662.0,28246.0,515.0,59000.0
2021-02-08,28187.0,28002.0,27253.0,27102.0,28177.0,505.0,55000.0
2021-02-15,26751.0,26993.0,26000.0,25834.0,27643.0,527.5,51500.0
2021-02-22,25897.0,25779.0,25440.0,24638.0,27158.0,545.0,48500.0
2021-03-01,26494.0,25524.0,25314.0,24653.0,27240.0,556.5,48000.0
2021-03-08,26694.0,26096.0,26011.0,25029.0,27254.0,569.0,49000.0
2021-03-15,26961.0,26877.0,26177.0,25843.0,27738.0,560.0,50500.0
2021-03-22,27526.0,27680.0,26624.0,26670.0,28137.0,567.5,50800.0
2021-03-29,28225.0,28656.0,27371.0,27585.0,28832.0,565.0,51500.0
2021-04-05,28804.0,28998.0,27728.0,27967.0,29311.0,563.5,53500.0
2021-04-12,28948.0,28730.0,27676.0,27727.0,29418.0,562.5,54500.0
2021-04-19,28798.0,28318.0,27420.0,27434.0,29405.0,563.0,58500.0
2021-04-26,28571.0,27879.0,27481.0,26981.0,29309.0,580.0,60500.0
2021-05-03,28138.0,27484.0,27325.0,26450.0,29031.0,590.0,62500.0
